CustomerID,Name,Gender,Age,SignupDate,City,Country,Email,AnnualIncome,PurchaseAmount,LoyaltyTier
2113,Thomas Smith,male,31.0,2022-03-29,New York,Australia,thomas.smith2113@example.com,"$87,594.27",239.22,GOLD
CUST-02560,Nancy Miller,Male,,"April 09, 2022",PHOENIX,United Kingdom,nancy.miller2560@example.com,"$71,151.35",277.04,Silver
CUST-00915,Michael Johnson,male,30.0,16/07/2022,Austin,Canada,michael.johnson915@example.com,"$22,979.52",170.47,
CUST-01477,Matthew Wilson,F,39.0,25-Dec-2022,Phoenix,USA,matthew.wilson1477@example.com,"$30,242.18",125.05,SILVER
93,Karen Lopez,MALE,63.0,04/25/2021,San Antonio,Canada,karen.lopez93@example.com,"$86,335.20",,
CUST-00554,John Gonzalez,m ,20.0,"March 13, 2023",LOS ANGELES,Australia,john.gonzalez554@example.com,"$36,502.00",210.16,Bronze
 CUST-02505 ,Linda Moore,F,-5.0,2024-11-26,Phoenix,USA,linda.moore2505@example.com,"$77,590.06",41.56,Bronze
81,Karen Jones,male,37.0,12/11/2023,New York,USA,karen.jones81@example.com,"$81,798.53",221.23,Gold
 CUST-00633 ,Mary Jackson, Male,25.0,"December 07, 2021",SAN ANTONIO,United Kingdom,mary.jackson@@example..com,"$88,333.58",58.42,Bronze
CUST-01011,Karen Jackson,male,56.0,15-Nov-2023,new york,United Kingdom,karen.jackson1011@example.com,"$58,718.17",249.78,
CUST-00768,Nancy Rodriguez,MALE,59.0,"March 17, 2024",San Diego,Canada,nancy.rodriguez768@example.com,"$74,323.47",,Bronze
CUST-01850,Matthew Garcia,female,36.0,02/09/2021,Chicago,USA,matthew.garcia1850@example.com,"$56,919.35",224.46,gold
CUST-01834,Betty Rodriguez,FEMALE,34.0,11/24/2022,Dallas,Canada,betty.rodriguez@@example..com,"$59,196.48",160.81,BRONZE
 CUST-02362 ,Susan Smith,F,61.0,,austin,Australia,susan.smith2362@example.com,"$73,662.99",68.13,GOLD
CUST-02106,Michael Lopez, Female,46.0,13-Feb-2021,Phoenix,USA,michael.lopez2106@example.com,"$41,643.01",,GOLD
CUST-02059,Jessica Miller,Male,38.0,06/09/2022,SAN ANTONIO,Canada,jessica.miller2059@example.com,"$68,927.20",12.76,Bronze
CUST-02572,Richard Gonzalez,,53.0,02/13/2022,Philadelphia,United Kingdom,richard.gonzalez2572@example.com,"$64,023.63",133.81,GOLD
CUST-02853,Betty Rodriguez,male,33.0,23-Feb-2024,Chicago,Australia,betty.rodriguez2853@example.com,"$63,460.02",121.78,bronze
CUST-02904,Daniel Brown,,57.0,06/05/2021,Houston,Canada,daniel.brown2904@example.com,"$23,341.67",104.76,GOLD
CUST-02430,Matthew Johnson,F,40.0,2022-08-27,SAN DIEGO,United Kingdom,matthew.johnson2430@example.com,"$47,251.43",311.93,Gold
CUST-00046,Susan Johnson, Female,48.0,2024-01-13,Phoenix,Canada,susan.johnson46@example.com,"$59,845.82",142.52,Gold
CUST-01214,Joseph Martinez,F,16.0,"September 19, 2024",  Los Angeles  ,Canada,joseph.martinez1214@example.com,"$94,104.37",98.07,silver
 CUST-01491 ,Nancy Miller,f ,,"June 01, 2024",San Antonio,United Kingdom,nancy.miller1491@example.com,"$53,270.63",231.06,gold
CUST-00391,Sarah Brown,male,26.0,02/05/2024,austin,USA,,"$50,457.16",258.11,SILVER
 CUST-02719 ,Nancy Gonzalez,Male,46.0,12/15/2023,Dallas,United Kingdom,nancy.gonzalez2719@example.com,"$93,566.90",106.0,Bronze
CUST-01475,Karen Gonzalez,F,16.0,2021-04-14,Philadelphia,Australia,karen.gonzalez1475@example.com,"$57,038.40",190.18,Silver
CUST-00829,David Davis, Female,16.0,"March 10, 2022",CHICAGO,Australia,david.davis829@example.com,,265.45,BRONZE
 CUST-02176 ,Elizabeth Rodriguez,FEMALE,,28-Dec-2024,New York,Australia,elizabeth.rodriguez2176@example.com,"$49,032.19",141.72,BRONZE
 CUST-02019 ,Michael Taylor,F,42.0,2023-07-28,SAN ANTONIO,USA,michael.taylor2019@example.com,"$41,308.13",18.81,bronze
CUST-01339,Linda Williams,female,46.0,2022-08-23,PHILADELPHIA,United Kingdom,linda.williams1339@example.com,"$92,027.15",160.38,silver
CUST-01470,Linda Taylor,male,54.0,15-Oct-2024,  Austin  ,United Kingdom,linda.taylor1470@example.com,"$67,345.89",31.2,Gold
CUST-00451,William Moore,Non-binary,42.0,2022-05-04,Los Angeles,United Kingdom,william.moore451@example.com,"$14,648.89",92.88,Bronze
CUST-01425,William Hernandez,Male,54.0,07/13/2021,new york,Australia,william.hernandez1425@example.com,"$11,351.25",89.36,gold
 CUST-01208 ,Daniel Wilson, Male,53.0,"May 05, 2023",Philadelphia,Canada,daniel.wilson1208@example.com,"$81,691.50",106.6,gold
CUST-02431,Joseph Wilson,female,16.0,"July 30, 2021",Chicago,USA,joseph.wilson2431@example.com,"$59,597.88",225.07,bronze
 CUST-00750 ,Lisa Williams,female,34.0,"July 21, 2024",CHICAGO,Australia,lisa.williams750@example.com,"$95,832.49",280.84,GOLD
CUST-00947,Patricia Jones, Female,37.0,06-Mar-2023,Philadelphia,USA,patricia.jones947@example.com,"$86,212.38",138.74,SILVER
 CUST-00573 ,Lisa Rodriguez, Male,28.0,03-Jun-2022,Dallas,Australia,lisa.rodriguez573@example.com,"$42,050.28",32.02,bronze
CUST-01858,Patricia Rodriguez,male,48.0,2021-12-07,Chicago,USA,patricia.rodriguez1858@example.com,"$64,394.61",167.72,SILVER
 CUST-01094 ,Thomas Wilson,M,21.0,25/09/2022,San Antonio,United Kingdom,thomas.wilson@@example..com,"$79,718.55",53.38,
CUST-00314,Mary Taylor, Female,59.0,16/01/2024,SAN DIEGO,United Kingdom,mary.taylor314@example.com,"$71,234.82",149.94,gold
 CUST-00565 ,Karen Rodriguez,female,53.0,10/05/2023,DALLAS,United Kingdom,karen.rodriguez565@example.com,"$73,429.91",177.14,gold
CUST-02898,Linda Jones,f ,34.0,05/12/2021,Houston,Canada,linda.jones2898@example.com,"$76,276.86",186.29,gold
CUST-01177,Nancy Miller, Male,,10/10/2023,san antonio,United Kingdom,,"$39,093.97",354.13,silver
CUST-01454,Jessica Jackson,f ,59.0,"June 20, 2022",DALLAS,Australia,jessica.jackson1454@example.com,"$-15,000.00",345.49,
CUST-02625,Joseph Brown, Female,39.0,04/04/2021,  Los Angeles  ,USA,joseph.brown2625@example.com,"$82,834.81",128.4,SILVER
490,Daniel Martinez,male,37.0,"April 13, 2021",LOS ANGELES,United Kingdom,,"$55,112.10",151.2,gold
 CUST-00973 ,Mary Gonzalez,m ,24.0,24-Sep-2021,houston,Canada,mary.gonzalez973@example.com,"$72,051.67",85.57,Bronze
 CUST-01225 ,Robert Smith,,16.0,"May 27, 2021",LOS ANGELES,USA,robert.smith1225@example.com,"$90,649.21",71.96,SILVER
CUST-01163,John Brown,FEMALE,31.0,06/16/2021,  New York  ,Australia,john.brown1163@example.com,,59.82,Gold
CUST-00269,Matthew Miller, Female,50.0,14/06/2022,chicago,Canada,matthew.miller@@example..com,"$39,604.88",127.37,Silver
CUST-02403,Michael Johnson,F,29.0,2022-05-03,Dallas,USA,michael.johnson@@example..com,"$79,705.04",203.11,SILVER
 CUST-00138 ,Thomas Hernandez,MALE,16.0,12/04/2023,Philadelphia,United Kingdom,thomas.hernandez138@example.com,"$59,164.80",244.62,GOLD
2940,Charles Anderson,FEMALE,45.0,27/12/2022,  Phoenix  ,Canada,charles.anderson2940@example.com,"$76,376.56",33.32,silver
CUST-00821,Lisa Gonzalez,male,55.0,2024-12-06,los angeles,Canada,lisa.gonzalez821@example.com,"$51,984.20",248.89,
CUST-00954,Jessica Thomas,female,21.0,2021-06-03,Phoenix,United Kingdom,jessica.thomas954@example.com,"$97,633.14",93.91,Gold
CUST-02101,Richard Martinez,f ,32.0,2021-09-14,San Diego,Canada,richard.martinez2101@example.com,"$56,588.28",96.67,BRONZE
 CUST-01673 ,Elizabeth Williams, Female,45.0,03/12/2023,Philadelphia,USA,elizabeth.williams1673@example.com,"$54,942.59",105.5,bronze
 CUST-01453 ,Betty Rodriguez,male,45.0,2022-09-17,phoenix,Canada,betty.rodriguez1453@example.com,"$78,204.69",234.02,SILVER
CUST-00148,Thomas Davis,MALE,57.0,03/28/2023,Phoenix,Australia,thomas.davis148@example.com,"$57,968.48",60.77,Bronze
 CUST-00243 ,Lisa Johnson,M,39.0,05/06/2021,Austin,Canada,lisa.johnson243@example.com,"$67,865.74",36.78,GOLD
CUST-02382,Michael Thomas,Male,200.0,18-Jan-2023,Houston,Canada,michael.thomas@@example..com,"$999,999,999.00",221.9,GOLD
CUST-01392,Sarah Martin,f ,0.0,03-Jan-2024,Philadelphia,Canada,sarah.martin1392@example.com,"$97,266.17",105.75,GOLD
462,Matthew Lopez,Male,41.0,2021-11-23,Chicago,Australia,matthew.lopez462@example.com,"$37,984.63",,Silver
CUST-01263,David Johnson,female,38.0,"November 10, 2022",San Antonio,United Kingdom,david.johnson1263@example.com,"$5,000,000.00",206.5,SILVER
 CUST-00325 ,Jennifer Martin,FEMALE,42.0,2022-08-29,  Austin  ,Australia,jennifer.martin325@example.com,"$40,207.20",283.27,GOLD
773,Susan Brown,Female,18.0,"December 25, 2022",  New York  ,United Kingdom,susan.brown773@example.com,"$78,902.20",251.78,Bronze
 CUST-02179 ,Elizabeth Williams,f ,33.0,05-Feb-2022,los angeles,Canada,elizabeth.williams2179@example.com,,177.92,SILVER
CUST-02664,Patricia Miller, Female,30.0,2024-11-21,austin,USA,patricia.miller2664@example.com,"$63,941.72",266.55,silver
 CUST-02437 ,Robert Miller,female,26.0,21-Jun-2022,los angeles,Australia,robert.miller2437@example.com,"$51,160.32",135.29,Bronze
2891,Karen Brown,M,36.0,12-Jun-2021,Los Angeles,United Kingdom,karen.brown2891@example.com,"$42,029.31",280.57,
CUST-00938,Michael Jackson,M,43.0,19/03/2024,San Diego,United Kingdom,michael.jackson938@example.com,"$38,017.73",154.45,Silver
CUST-00066,John Moore,m ,46.0,29-Jun-2021,AUSTIN,Australia,john.moore66@example.com,"$63,758.31",14.15,Silver
CUST-00247,Michael Rodriguez,f ,45.0,06/12/2022,San Antonio,Canada,michael.rodriguez247@example.com,"$86,647.97",166.88,bronze
CUST-01544,Robert Martinez,female,16.0,08/20/2024,New York,USA,robert.martinez1544@example.com,"$44,157.21",27.54,BRONZE
296,Karen Martinez,Female,37.0,"June 02, 2021",San Diego,USA,karen.martinez296@example.com,"$75,179.36",321.09,Silver
 CUST-00855 ,David Johnson, Female,37.0,2023-09-15,houston,United Kingdom,david.johnson855@example.com,"$93,188.63",219.54,BRONZE
CUST-00550,Daniel Gonzalez,female,17.0,2021-03-02,New York,Canada,daniel.gonzalez550@example.com,"$31,600.65",81.62,bronze
CUST-01458,Susan Jones,F,,"November 13, 2023",  New York  ,USA,susan.jones1458@example.com,"$64,238.13",42.32,Silver
CUST-00638,Nancy Hernandez,,41.0,2021-05-28,CHICAGO,United Kingdom,nancy.hernandez638@example.com,"$68,120.73",188.2,Gold
CUST-02127,Patricia Rodriguez, Female,66.0,2024-10-20,Houston,Australia,patricia.rodriguez2127@example.com,"$103,297.12",134.32,silver
893,Matthew Johnson,FEMALE,56.0,"November 01, 2024",SAN DIEGO,Canada,matthew.johnson893@example.com,"$51,590.53",18.02,Bronze
CUST-00084,Karen Martin,f ,38.0,"July 22, 2022",San Diego,Canada,karen.martin84@example.com,"$50,797.62",193.55,Silver
CUST-00278,John Miller,MALE,60.0,"July 07, 2021",Phoenix,Canada,john.miller278@example.com,"$60,529.58",61.78,SILVER
 CUST-01301 ,James Brown,FEMALE,46.0,18/10/2022,Phoenix,USA,james.brown1301@example.com,"$44,490.92",125.3,silver
 CUST-00758 ,Robert Moore, Male,29.0,2024-10-26,San Antonio,Australia,robert.moore758@example.com,"$65,816.45",18.66,SILVER
966,Linda Williams,Male,,"April 07, 2023",HOUSTON,United Kingdom,linda.williams966@example.com,"$56,415.21",156.02,silver
CUST-00478,Joseph Martin,FEMALE,44.0,06/17/2023,San Antonio,Australia,joseph.martin478@example.com,"$87,819.14",98.89,SILVER
CUST-00127,Elizabeth Thomas, Female,48.0,13-Jul-2022,Phoenix,Canada,elizabeth.thomas127@example.com,"$68,812.00",191.07,Gold
 CUST-02425 ,Patricia Rodriguez,Non-binary,78.0,2024-08-04,San Antonio,Canada,,"$61,679.39",-281.51,Silver
CUST-00460,Nancy Jones, Male,55.0,2022-08-05,San Antonio,Australia,nancy.jones460@example.com,"$83,632.50",342.38,GOLD
1639,Karen Jackson,FEMALE,30.0,22/01/2024,HOUSTON,USA,karen.jackson1639@example.com,"$46,997.44",412.28,silver
CUST-00799,Thomas Smith,f ,30.0,"April 27, 2021",chicago,Canada,thomas.smith799@example.com,"$89,406.55",188.95,Bronze
CUST-01692,Karen Garcia,other,29.0,07/22/2023,San Diego,Canada,karen.garcia1692@example.com,"$-15,000.00",158.64,silver
CUST-00305,Susan Garcia,MALE,62.0,2023-01-27,New York,Australia,susan.garcia305@example.com,"$69,274.90",261.06,gold
CUST-01659,David Gonzalez, Male,35.0,25-Jan-2023,austin,United Kingdom,david.gonzalez1659@example.com,"$85,823.66",275.06,gold
CUST-00225,Linda Garcia,MALE,48.0,"April 18, 2022",San Diego,USA,linda.garcia225@example.com,"$43,804.60",150.8,bronze
CUST-01514,John Taylor,M,40.0,"March 12, 2022",houston,Australia,john.taylor1514@example.com,"$38,586.32",99.46,
CUST-02209,Robert Anderson,f ,48.0,2021-07-05,houston,Canada,robert.anderson2209@example.com,"$74,759.93",159.85,
CUST-00583,William Gonzalez, Male,38.0,29/11/2024,SAN ANTONIO,Australia,william.gonzalez583@example.com,"$47,416.99",258.49,
CUST-02358,Lisa Taylor,F,25.0,"November 18, 2022",NEW YORK,Canada,lisa.taylor2358@example.com,"$41,322.27",104.54,
CUST-02366,Matthew Martin,m ,55.0,"September 27, 2021",Austin,Canada,matthew.martin2366@example.com,"$77,044.73",-122.56,gold
CUST-02256,Betty Lopez, Female,40.0,02-May-2022,Los Angeles,USA,betty.lopez2256@example.com,"$88,251.80",154.23,SILVER
 CUST-00442 ,Sarah Rodriguez,m ,61.0,07-Sep-2021,CHICAGO,United Kingdom,sarah.rodriguez442@example.com,"$52,137.88",80.51,Gold
 CUST-02588 ,Nancy Brown,f ,31.0,"September 11, 2023",Philadelphia,Canada,nancy.brown2588@example.com,"$57,255.39",57.0,Bronze
282,Karen Brown,MALE,58.0,18-Feb-2024,new york,Australia,karen.brown282@example.com,"$56,159.01",149.02,
CUST-00266,Lisa Davis,male,57.0,"February 03, 2021",NEW YORK,Australia,lisa.davis266@example.com,"$69,920.19",133.87,
 CUST-01594 ,Nancy Gonzalez,MALE,40.0,10-Apr-2024,Philadelphia,United Kingdom,nancy.gonzalez1594@example.com,"$72,871.41",,SILVER
CUST-02650,Charles Gonzalez,m ,37.0,01/15/2023,Chicago,Australia,charles.gonzalez2650@example.com,,307.26,
CUST-02662,Betty Thomas,female,29.0,01/08/2024,houston,USA,betty.thomas2662@example.com,"$62,657.40",51.72,GOLD
 CUST-02630 ,Lisa Taylor, Female,21.0,16/10/2021,Houston,Australia,lisa.taylor2630@example.com,"$46,789.70",43.28,
2271,Jessica Jackson,M,27.0,"February 07, 2021",San Diego,Australia,jessica.jackson2271@example.com,"$65,128.53",253.28,SILVER
CUST-01081,Lisa Williams,F,25.0,2024-02-27,San Antonio,USA,lisa.williams1081@example.com,"$73,261.44",165.52,
CUST-00353,Linda Davis,m ,22.0,28/01/2021,San Diego,USA,linda.davis353@example.com,"$81,756.48",237.53,Silver
 CUST-01755 ,Karen Taylor,F,33.0,2023-04-02,phoenix,United Kingdom,karen.taylor1755@example.com,"$35,954.70",31.87,
 CUST-00159 ,Karen Wilson,,54.0,20/06/2022,CHICAGO,United Kingdom,karen.wilson159@example.com,"$44,847.88",104.11,silver
CUST-02444,Linda Hernandez, Male,150.0,30/07/2023,san diego,Australia,linda.hernandez2444@example.com,"$34,035.10",,
CUST-00025,Thomas Rodriguez,male,36.0,06/04/2021,Phoenix,Australia,thomas.rodriguez25@example.com,"$5,000,000.00",329.42,SILVER
1871,Linda Rodriguez,m ,49.0,2021-04-09,  Austin  ,Canada,linda.rodriguez1871@example.com,"$46,856.40",172.26,bronze
CUST-01018,John Anderson, Male,26.0,"February 11, 2022",Austin,United Kingdom,,,151.93,SILVER
1036,Sarah Gonzalez, Female,46.0,"December 12, 2022",  Dallas  ,Australia,sarah.gonzalez1036@example.com,"$50,256.24",218.89,bronze
 CUST-01518 ,Susan Martin,f ,16.0,14/11/2024,Austin,USA,susan.martin1518@example.com,"$96,841.15",96.59,silver
 CUST-01053 ,Mary Thomas,F,21.0,11/22/2024,san antonio,Canada,mary.thomas1053@example.com,"$56,185.45",198.72,gold
 CUST-00725 ,Elizabeth Rodriguez,FEMALE,31.0,12-Dec-2023,HOUSTON,United Kingdom,elizabeth.rodriguez725@example.com,"$48,583.44",4.47,silver
CUST-00861,Richard Miller,FEMALE,43.0,04/06/2023,New York,Canada,richard.miller861@example.com,"$47,155.45",22.92,GOLD
CUST-02439,Matthew Johnson,female,43.0,20-Aug-2021,PHOENIX,United Kingdom,matthew.johnson2439@example.com,,132.92,Bronze
CUST-02823,Daniel Brown,F,40.0,"January 29, 2023",Dallas,Australia,daniel.brown2823@example.com,"$79,699.05",194.72,Bronze
CUST-02841,John Brown,M,,04-Jun-2024,Austin,Canada,john.brown2841@example.com,"$82,034.98",141.5,Gold
678,Nancy Martin,f ,45.0,09/26/2022,AUSTIN,United Kingdom,nancy.martin678@example.com,,196.7,silver
 CUST-00298 ,Sarah Gonzalez,M,47.0,"May 25, 2023",los angeles,Australia,sarah.gonzalez298@example.com,"$68,298.49",372.38,silver
 CUST-02712 ,Karen Brown,MALE,41.0,12/04/2022,San Antonio,Canada,karen.brown2712@example.com,"$75,867.26",37.5,GOLD
CUST-02816,David Lopez, Male,-1.0,21/12/2021,Philadelphia,United Kingdom,david.lopez2816@example.com,"$68,670.67",150.35,silver
2346,Betty Thomas, Female,63.0,07/20/2021,Los Angeles,United Kingdom,betty.thomas2346@example.com,"$64,688.03",32.32,
 CUST-01262 ,Karen Johnson,female,37.0,"August 11, 2022",  Houston  ,Canada,karen.johnson1262@example.com,"$44,546.03",38.58,GOLD
CUST-01242,Richard Gonzalez,Male,53.0,04-Feb-2023,San Antonio,Australia,richard.gonzalez1242@example.com,"$47,352.84",115.93,silver
 CUST-02562 ,Karen Garcia,m ,20.0,2023-08-07,San Diego,Australia,karen.garcia2562@example.com,,226.35,silver
2063,Elizabeth Anderson,M,52.0,"February 18, 2021",HOUSTON,USA,elizabeth.anderson2063@example.com,"$45,269.78",57.42,Silver
CUST-00119,Robert Garcia,m ,27.0,04/07/2021,Philadelphia,Australia,robert.garcia119@example.com,"$18,173.23",264.82,bronze
CUST-02360,Thomas Gonzalez,F,44.0,2022-09-18,AUSTIN,USA,thomas.gonzalez2360@example.com,,77.96,GOLD
CUST-01714,David Wilson,MALE,46.0,2022-11-07,Houston,Canada,david.wilson1714@example.com,"$78,331.98",-239.02,Bronze
348,James Garcia, Female,80.0,"March 22, 2023",PHOENIX,Australia,james.garcia348@example.com,"$38,969.21",183.78,
CUST-00253,Sarah Rodriguez,male,50.0,07/04/2024,San Antonio,Canada,sarah.rodriguez253@example.com,"$57,349.25",220.69,bronze
CUST-01385,Michael Moore,f ,32.0,12/18/2022,new york,Canada,michael.moore1385@example.com,"$80,290.85",178.76,Gold
CUST-02417,Elizabeth Miller, Female,44.0,05/27/2023,los angeles,United Kingdom,elizabeth.miller2417@example.com,"$57,523.62",81.28,gold
 CUST-00542 ,Richard Brown,m ,,16-Jul-2024,new york,USA,,"$56,225.71",91.79,Gold
CUST-00798,Joseph Williams,MALE,16.0,07/01/2024,new york,Canada,joseph.williams798@example.com,"$64,904.88",122.86,bronze
CUST-01148,Betty Gonzalez,O,44.0,23-Sep-2022,Chicago,USA,betty.gonzalez1148@example.com,"$68,666.61",82.37,bronze
CUST-02319,Matthew Brown,male,35.0,16/10/2021,Dallas,Canada,matthew.brown2319@example.com,"$63,974.56",119.01,SILVER
 CUST-02623 ,Nancy Davis, Male,33.0,07/27/2023,San Diego,Canada,nancy.davis2623@example.com,"$48,496.08",133.92,GOLD
260,Lisa Garcia, Female,38.0,11/05/2021,San Antonio,United Kingdom,,"$55,492.42",50.49,
CUST-02233,Matthew Rodriguez,F,-5.0,"August 26, 2023",Austin,USA,matthew.rodriguez2233@example.com,"$43,466.38",288.65,
CUST-00987,John Moore,female,16.0,2023-02-03,HOUSTON,USA,john.moore987@example.com,"$66,533.88",289.69,gold
1106,Jennifer Anderson,Male,37.0,2024-07-28,PHILADELPHIA,United Kingdom,jennifer.anderson1106@example.com,"$89,558.24",59.34,GOLD
CUST-02265,Joseph Martin,FEMALE,45.0,02/05/2023,Los Angeles,Canada,joseph.martin2265@example.com,"$77,102.27",118.29,gold
CUST-01353,Nancy Miller,F,33.0,11/04/2021,Philadelphia,USA,nancy.miller1353@example.com,"$44,775.63",16.43,bronze
 CUST-00952 ,Matthew Smith,FEMALE,69.0,"July 05, 2022",Houston,Canada,matthew.smith952@example.com,,236.23,GOLD
925,Michael Anderson,Other,44.0,06/01/2021,Austin,United Kingdom,,"$-15,000.00",,
 CUST-00955 ,Jessica Wilson,m ,47.0,"August 29, 2021",Chicago,Australia,jessica.wilson955@example.com,"$48,948.09",56.95,gold
CUST-00991,Daniel Martinez,MALE,16.0,20/12/2022,San Antonio,Canada,daniel.martinez991@example.com,"$56,974.40",31.8,BRONZE
 CUST-02639 ,Lisa Garcia,FEMALE,72.0,06/04/2022,Austin,USA,lisa.garcia2639@example.com,"$76,495.17",90.19,Gold
 CUST-02262 ,William Brown,MALE,59.0,"December 14, 2023",San Antonio,Australia,william.brown2262@example.com,"$85,454.55",61.15,Bronze
CUST-02547,Thomas Martinez,male,20.0,23/02/2022,san antonio,United Kingdom,thomas.martinez2547@example.com,"$35,360.69",184.63,BRONZE
1334,Elizabeth Anderson,FEMALE,23.0,"March 07, 2023",los angeles,USA,elizabeth.anderson1334@example.com,"$75,834.86",145.43,Silver
 CUST-01105 ,David Thomas,F,53.0,2023-07-30,  New York  ,Australia,,"$61,815.56",225.81,SILVER
CUST-01998,Susan Martinez,Female,47.0,09/27/2021,Houston,Canada,susan.martinez1998@example.com,,216.99,Silver
CUST-00229,Karen Martinez,MALE,27.0,08/07/2023,  Los Angeles  ,USA,,"$68,643.30",234.96,SILVER
 CUST-00381 ,Jessica Hernandez,f ,40.0,,CHICAGO,USA,jessica.hernandez381@example.com,"$79,257.88",,Gold
CUST-02295,Michael Wilson,m ,38.0,07-Mar-2024,new york,United Kingdom,michael.wilson2295@example.com,"$86,080.82",59.1,Bronze
2443,Susan Gonzalez,Female,56.0,01-Sep-2022,Los Angeles,USA,susan.gonzalez2443@example.com,"$101,899.05",152.29,silver
CUST-02552,Thomas Jackson,F,43.0,06/03/2023,Chicago,Canada,thomas.jackson2552@example.com,"$43,598.48",4.49,Silver
CUST-02037,Karen Williams,female,58.0,"May 14, 2022",New York,Canada,karen.williams2037@example.com,"$44,772.56",163.51,Bronze
CUST-01210,William Martinez,MALE,33.0,2023-06-29,Houston,Australia,william.martinez1210@example.com,"$65,252.54",47.24,Silver
CUST-00094,Betty Garcia,Male,53.0,26-Sep-2022,Phoenix,Australia,betty.garcia94@example.com,"$83,961.13",130.02,
 CUST-01476 ,Lisa Jones,other,27.0,12/08/2024,Philadelphia,Australia,lisa.jones1476@example.com,"$42,810.11",162.6,Silver
 CUST-00702 ,Charles Thomas,Male,58.0,12/11/2023,Chicago,USA,charles.thomas702@example.com,"$56,794.30",122.65,SILVER
CUST-01800,Karen Jones,M,32.0,12/01/2024,HOUSTON,Australia,karen.jones1800@example.com,"$75,290.85",79.12,Silver
CUST-01424,Jessica Moore,f ,16.0,2024-10-23,Los Angeles,Canada,jessica.moore1424@example.com,"$30,080.05",179.74,BRONZE
CUST-00072,James Rodriguez,female,42.0,2022-11-19,NEW YORK,Canada,james.rodriguez72@example.com,"$63,188.23",149.7,Gold
CUST-00608,Charles Hernandez,FEMALE,40.0,12/18/2024,New York,USA,charles.hernandez608@example.com,"$86,336.96",195.55,GOLD
 CUST-00754 ,Betty Moore,female,39.0,15-Jun-2024,Chicago,Australia,betty.moore754@example.com,,203.03,SILVER
CUST-01395,Robert Davis, Male,35.0,,New York,United Kingdom,robert.davis1395@example.com,"$59,677.43",191.22,GOLD
CUST-00323,Robert Jones,O,37.0,,CHICAGO,USA,robert.jones323@example.com,"$73,930.57",275.5,
1751,David Garcia,F,32.0,10/10/2024,San Diego,United Kingdom,david.garcia1751@example.com,"$75,725.67",86.91,bronze
CUST-02045,Nancy Moore, Male,42.0,"February 21, 2024",  New York  ,USA,nancy.moore2045@example.com,"$70,832.06",214.46,Bronze
 CUST-01142 ,Thomas Miller,female,41.0,06-Jun-2021,Chicago,Canada,thomas.miller1142@example.com,"$63,842.33",38.17,Gold
CUST-00896,Jennifer Moore,F,49.0,10/15/2022,Austin,Canada,jennifer.moore896@example.com,"$55,890.00",278.26,Bronze
 CUST-00901 ,John Anderson,m ,52.0,"July 10, 2021",AUSTIN,USA,john.anderson901@example.com,"$24,457.25",120.62,GOLD
CUST-00741,Michael Jones,FEMALE,38.0,20-Apr-2023,  Houston  ,United Kingdom,michael.jones741@example.com,"$65,734.33",94.77,Gold
 CUST-02411 ,Jennifer Anderson,female,61.0,05-Sep-2024,San Antonio,United Kingdom,jennifer.anderson2411@example.com,"$70,802.97",33.23,
CUST-01075,William Moore,M,40.0,09-Nov-2022,new york,United Kingdom,william.moore1075@example.com,"$67,790.46",217.94,GOLD
2548,Richard Rodriguez,M,46.0,,Phoenix,USA,richard.rodriguez2548@example.com,"$105,699.01",13.92,
 CUST-00982 ,Elizabeth Davis, Male,50.0,11-Dec-2022,Los Angeles,Australia,elizabeth.davis982@example.com,"$36,635.20",28.85,Bronze
CUST-02183,Robert Wilson,female,66.0,28-Aug-2023,  Phoenix  ,Canada,robert.wilson2183@example.com,"$48,716.19",78.66,
CUST-01058,David Wilson,M,40.0,"December 02, 2024",Los Angeles,United Kingdom,david.wilson1058@example.com,"$43,301.67",131.44,bronze
CUST-01546,Nancy Anderson,female,23.0,03/12/2022,san diego,USA,,"$65,796.05",220.63,Bronze
2359,Jennifer Gonzalez,female,53.0,22/01/2021,  Austin  ,Canada,jennifer.gonzalez2359@example.com,"$9,016.51",105.13,Bronze
CUST-02961,Robert Martinez, Male,40.0,"June 11, 2024",Los Angeles,United Kingdom,,"$41,974.64",33.29,Gold
1535,Linda Garcia,m ,39.0,2022-11-09,Chicago,Canada,linda.garcia1535@example.com,"$83,611.12",-200.96,bronze
422,David Miller, Male,45.0,2022-01-12,houston,USA,david.miller422@example.com,"$58,747.34",24.38,
CUST-00537,James Johnson,,50.0,16-Apr-2022,San Antonio,United Kingdom,james.johnson537@example.com,"$85,302.40",62.75,silver
CUST-01882,Betty Lopez,m ,37.0,09/01/2023,LOS ANGELES,Canada,betty.lopez1882@example.com,"$67,498.77",168.39,Gold
 CUST-02740 ,Susan Lopez,m ,34.0,"November 09, 2023",NEW YORK,Canada,susan.lopez2740@example.com,"$63,387.76",2.51,SILVER
1219,Lisa Brown, Male,72.0,"February 15, 2022",dallas,Australia,lisa.brown1219@example.com,"$56,899.18",,SILVER
1636,Joseph Miller,Female,49.0,17-Apr-2021,new york,Australia,joseph.miller1636@example.com,"$51,847.68",49.3,Silver
CUST-01886,Elizabeth Davis,M,150.0,09/06/2022,san diego,Canada,elizabeth.davis1886@example.com,"$90,943.09",107.95,Gold
